Entity,Code,Year,All malignant cancers combined,Brain and nervous system cancers,Leukemia,Lymphomas and multiple myeloma,Cluster_ID,Cluster_Name
Albania,ALB,1987,3.1635559,0.96914876,2.261347,0.48457438,0,Standard/Lower Rate
Albania,ALB,1988,7.133995,0.9501188,2.2169437,1.1084719,0,Standard/Lower Rate
Albania,ALB,1989,4.2813454,1.0928962,1.7174083,0.7806401,0,Standard/Lower Rate
Albania,ALB,1992,3.8472922,0.7627765,0.9153318,0.7627765,0,Standard/Lower Rate
Albania,ALB,1993,3.2276995,0.8333333,2.20234,0.8258775,0,Standard/Lower Rate
Albania,ALB,1994,3.194888,0.6901311,2.2084196,0.3057169,0,Standard/Lower Rate
Albania,ALB,1995,2.586207,0.79533404,0.91982216,0.3066074,0,Standard/Lower Rate
Albania,ALB,1996,4.255319,0.45392647,1.2417219,0.5235602,0,Standard/Lower Rate
Albania,ALB,1997,2.2427812,1.2269939,1.2269939,0.0,0,Standard/Lower Rate
Albania,ALB,1998,2.7708507,0.44629574,3.0013642,0.35599858,0,Standard/Lower Rate
Albania,ALB,1999,3.581267,0.94953877,3.2555616,0.295858,0,Standard/Lower Rate
Albania,ALB,2000,2.085195,0.27480078,1.3206162,0.0,0,Standard/Lower Rate
Albania,ALB,2001,3.689481,0.76701677,1.7434086,0.6586249,0,Standard/Lower Rate
Albania,ALB,2002,1.8411007,0.5864392,0.8869305,0.7819189,0,Standard/Lower Rate
Albania,ALB,2003,6.2361245,1.091298,2.182596,1.1590395,0,Standard/Lower Rate
Albania,ALB,2004,4.852045,1.6550708,2.2757225,2.0552027,0,Standard/Lower Rate
Albania,ALB,2005,2.3425944,1.3144808,0.8763205,0.3715925,0,Standard/Lower Rate
Albania,ALB,2006,3.1001236,1.694707,0.7701698,0.0,0,Standard/Lower Rate
Albania,ALB,2007,2.1345172,1.208649,0.0,0.0,0,Standard/Lower Rate
Albania,ALB,2008,2.2030232,0.93751466,0.93751466,0.0,0,Standard/Lower Rate
Albania,ALB,2009,1.5176694,1.6127515,1.6127515,0.0,0,Standard/Lower Rate
Albania,ALB,2010,0.78963995,0.94505453,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,1998,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,1999,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2000,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2001,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2002,13.914011,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2003,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2004,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2005,13.640704,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2006,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2007,0.0,0.0,23.11337,0.0,2,Elevated Leukemia & Brain Cancer
Antigua and Barbuda,ATG,2008,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2009,13.222266,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2010,13.113034,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2011,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2012,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2013,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2014,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2015,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2016,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2017,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2018,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2019,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2020,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Antigua and Barbuda,ATG,2021,14.575135,0.0,0.0,0.0,0,Standard/Lower Rate
Argentina,ARG,1997,3.5533884,0.70774585,1.6561253,0.28276527,0,Standard/Lower Rate
Argentina,ARG,1998,3.0682395,0.7499179,1.9950647,0.2688385,0,Standard/Lower Rate
Argentina,ARG,1999,3.623024,0.7641948,1.8680317,0.24057984,0,Standard/Lower Rate
Argentina,ARG,2000,3.791907,0.9244997,1.7832171,0.3603982,0,Standard/Lower Rate
Argentina,ARG,2001,3.6720846,0.87912846,1.5030261,0.26719397,0,Standard/Lower Rate
Argentina,ARG,2002,3.727619,0.7940318,1.630601,0.14169566,0,Standard/Lower Rate
Argentina,ARG,2003,2.9013605,0.65179497,1.3177594,0.09918619,0,Standard/Lower Rate
Argentina,ARG,2004,3.814152,0.7366862,1.4592054,0.25265485,0,Standard/Lower Rate
Argentina,ARG,2005,4.3904037,0.8219032,1.5729527,0.24090266,0,Standard/Lower Rate
Argentina,ARG,2006,3.9399483,0.9885979,1.2145631,0.31514996,0,Standard/Lower Rate
Argentina,ARG,2007,3.980678,0.7328877,1.4657754,0.29597387,0,Standard/Lower Rate
Argentina,ARG,2008,3.4634306,0.78788084,1.3506528,0.25073656,0,Standard/Lower Rate
Argentina,ARG,2009,3.8534336,0.6734957,1.5434277,0.18737334,0,Standard/Lower Rate
Argentina,ARG,2010,3.8357782,0.7268481,1.1322057,0.18657708,0,Standard/Lower Rate
Argentina,ARG,2011,3.7216375,0.86389416,1.3655101,0.13933776,0,Standard/Lower Rate
Argentina,ARG,2012,3.5413253,0.7767562,1.2483582,0.09267104,0,Standard/Lower Rate
Argentina,ARG,2013,3.3842611,0.786433,1.5314747,0.16913722,0,Standard/Lower Rate
Argentina,ARG,2014,3.3690996,0.6864136,1.5787513,0.16840293,0,Standard/Lower Rate
Argentina,ARG,2015,2.9621956,0.820216,1.4353781,0.16772525,0,Standard/Lower Rate
Argentina,ARG,2016,4.1067104,0.6660751,1.3321502,0.18183896,0,Standard/Lower Rate
Argentina,ARG,2017,3.7313516,0.81215876,1.5701736,0.18090914,0,Standard/Lower Rate
Argentina,ARG,2018,3.5265975,0.6611449,1.1873623,0.16512507,0,Standard/Lower Rate
Argentina,ARG,2019,3.7399392,0.6593912,1.076557,0.13460141,0,Standard/Lower Rate
Argentina,ARG,2020,3.530462,0.65803033,1.060906,0.14912413,0,Standard/Lower Rate
Argentina,ARG,2021,3.2893836,1.0735224,1.3687412,0.17874195,0,Standard/Lower Rate
Argentina,ARG,2022,3.9820266,0.7914801,1.2341725,0.18735498,0,Standard/Lower Rate
Armenia,ARM,2006,2.8677711,2.115091,1.3332694,0.0,0,Standard/Lower Rate
Armenia,ARM,2007,5.7424297,1.21994,1.5249249,1.21994,0,Standard/Lower Rate
Armenia,ARM,2008,1.2866149,0.0,1.0682876,0.6739589,0,Standard/Lower Rate
Armenia,ARM,2009,4.1105742,2.740143,1.0753498,0.0,0,Standard/Lower Rate
Armenia,ARM,2010,5.4411407,0.90142334,2.5359952,0.57117397,0,Standard/Lower Rate
Armenia,ARM,2011,2.8371208,1.4708261,1.9441919,0.0,0,Standard/Lower Rate
Armenia,ARM,2012,5.139098,1.9869317,1.0147803,0.54245526,0,Standard/Lower Rate
Armenia,ARM,2013,1.7428485,1.3929827,0.74807745,0.0,0,Standard/Lower Rate
Armenia,ARM,2014,4.6353436,1.4759058,0.0,0.0,0,Standard/Lower Rate
Armenia,ARM,2015,2.2942095,2.43804,1.6253599,1.1973681,0,Standard/Lower Rate
Armenia,ARM,2016,2.810947,1.2142062,0.80301934,0.48494253,0,Standard/Lower Rate
Armenia,ARM,2017,3.2728403,1.6152349,0.5325537,0.0,0,Standard/Lower Rate
Armenia,ARM,2018,2.6493857,0.95066524,1.2203828,0.0,0,Standard/Lower Rate
Armenia,ARM,2019,3.590738,0.81345785,0.4756763,0.4756763,0,Standard/Lower Rate
Armenia,ARM,2020,1.5116929,2.4391792,0.4675672,0.60146034,0,Standard/Lower Rate
Armenia,ARM,2021,0.98577523,2.1724648,0.79357207,0.46670306,0,Standard/Lower Rate
Armenia,ARM,2022,2.396059,0.56852424,0.85278636,0.0,0,Standard/Lower Rate
Armenia,ARM,2023,2.555401,1.1959755,0.5180944,0.0,0,Standard/Lower Rate
Australia,AUS,1979,3.7833052,0.9353776,2.3181098,0.31300303,0,Standard/Lower Rate
Australia,AUS,1980,4.1119723,1.1920421,2.6307137,0.5343637,0,Standard/Lower Rate
Australia,AUS,1981,4.48124,1.6187274,2.3243265,0.41310933,0,Standard/Lower Rate
Australia,AUS,1982,3.9864166,0.9624236,2.3432922,0.37660056,0,Standard/Lower Rate
Australia,AUS,1983,3.722356,0.92487496,1.9338294,0.58855677,0,Standard/Lower Rate
Australia,AUS,1984,4.5521293,1.3091216,1.8158784,0.38006756,0,Standard/Lower Rate
Australia,AUS,1985,3.6377134,1.2653422,1.8136573,0.1687123,0,Standard/Lower Rate
Australia,AUS,1986,3.5836828,1.1725293,1.3819095,0.2512563,0,Standard/Lower Rate
Australia,AUS,1987,3.460752,1.1611993,1.3685564,0.29029983,0,Standard/Lower Rate
Australia,AUS,1988,3.6054804,1.0645267,1.1873567,0.22758307,0,Standard/Lower Rate
Australia,AUS,1989,3.8703434,1.0866503,1.569606,0.1789549,0,Standard/Lower Rate
Australia,AUS,1990,3.1591737,1.071216,1.3886133,0.19837333,0,Standard/Lower Rate
Australia,AUS,1991,3.1411083,0.86481386,1.2972208,0.157208,0,Standard/Lower Rate
Australia,AUS,1992,3.2786884,0.8993157,1.6813294,0.19550343,0,Standard/Lower Rate
Australia,AUS,1993,3.0888643,1.0528779,1.4818281,0.23397286,0,Standard/Lower Rate
Australia,AUS,1994,4.3952594,1.0123034,1.4016508,0.25941458,0,Standard/Lower Rate
Australia,AUS,1995,2.8560402,0.8110613,1.5062567,0.17152658,0,Standard/Lower Rate
Australia,AUS,1996,2.9811954,1.0648266,1.3061851,0.1277792,0,Standard/Lower Rate
Australia,AUS,1997,2.8966308,1.3386235,1.2238845,0.1693957,0,Standard/Lower Rate
Australia,AUS,1998,3.4969687,1.4119701,1.6027769,0.16868691,0,Standard/Lower Rate
Australia,AUS,1999,2.5669482,0.837667,1.2184247,0.18833822,0,Standard/Lower Rate
Australia,AUS,2000,2.6921644,1.2198031,0.79882747,0.07408049,0,Standard/Lower Rate
Australia,AUS,2001,2.5865057,1.2179807,1.1009783,0.3699144,0,Standard/Lower Rate
Australia,AUS,2002,2.853138,1.2866093,0.7189875,0.12555905,0,Standard/Lower Rate
Australia,AUS,2003,2.1022766,1.037631,0.8839079,0.14953674,0,Standard/Lower Rate
Australia,AUS,2004,2.3676145,0.9555355,0.9937569,0.16924232,0,Standard/Lower Rate
Australia,AUS,2006,1.5703372,0.87748146,0.5722705,0.22461933,0,Standard/Lower Rate
Australia,AUS,2007,1.5691466,1.2679224,0.37291837,0.0,0,Standard/Lower Rate
Australia,AUS,2008,1.5681992,0.84322566,0.4766058,0.14511387,0,Standard/Lower Rate
Australia,AUS,2009,1.8499926,0.7245268,0.39565682,0.0,0,Standard/Lower Rate
Australia,AUS,2010,2.137014,0.9945576,0.60383856,0.17759958,0,Standard/Lower Rate
Australia,AUS,2011,1.4410623,1.1348734,0.31626132,0.15653427,0,Standard/Lower Rate
Australia,AUS,2012,1.2216136,0.6912687,0.6875392,0.16887213,0,Standard/Lower Rate
Australia,AUS,2013,2.1448824,0.9420695,0.57197076,0.1656961,0,Standard/Lower Rate
Australia,AUS,2014,1.0700657,0.88812023,0.32893342,0.14631979,0,Standard/Lower Rate
Australia,AUS,2015,1.9848471,0.8631904,0.6151198,0.1078988,0,Standard/Lower Rate
Australia,AUS,2016,2.3049684,0.89146227,0.47756907,0.07087054,0,Standard/Lower Rate
Australia,AUS,2017,1.4930407,1.043434,0.38509798,0.06296975,0,Standard/Lower Rate
Australia,AUS,2018,1.9108326,0.75754446,0.41033658,0.0,0,Standard/Lower Rate
Australia,AUS,2019,1.4094956,0.88317156,0.5046694,0.25739545,0,Standard/Lower Rate
Australia,AUS,2020,1.4349691,0.8559228,0.38041013,0.13029265,0,Standard/Lower Rate
Australia,AUS,2021,1.6014053,0.831918,0.57594323,0.12798738,0,Standard/Lower Rate
Australia,AUS,2022,1.4645568,0.96075755,0.54442924,0.06203409,0,Standard/Lower Rate
Australia,AUS,2023,1.5687401,1.0597523,0.3198567,0.0,0,Standard/Lower Rate
Austria,AUT,1980,4.111166,1.3047088,2.5759366,0.7116594,0,Standard/Lower Rate
Austria,AUT,1981,3.839092,1.5342466,1.8299378,0.5479452,0,Standard/Lower Rate
Austria,AUT,1982,4.65935,1.2390683,1.9981151,0.3717205,0,Standard/Lower Rate
Austria,AUT,1983,5.2565274,1.3456295,1.2334936,0.37495124,0,Standard/Lower Rate
Austria,AUT,1984,4.2022023,1.4660028,1.6915417,0.25072145,0,Standard/Lower Rate
Austria,AUT,1985,3.9963393,0.5028379,1.245268,0.0,0,Standard/Lower Rate
Austria,AUT,1986,1.4601159,1.1319901,1.7576016,0.25108594,0,Standard/Lower Rate
Austria,AUT,1987,2.611074,1.1244532,1.1276207,0.2498785,0,Standard/Lower Rate
Austria,AUT,1988,2.917369,1.1206365,0.89650923,0.3725366,0,Standard/Lower Rate
Austria,AUT,1989,2.9703898,1.3541112,1.2310101,0.0,0,Standard/Lower Rate
Austria,AUT,1990,2.7495503,0.66002244,1.1000375,0.36214235,0,Standard/Lower Rate
Austria,AUT,1991,2.0241458,0.98025763,1.0899487,0.36012545,0,Standard/Lower Rate
Austria,AUT,1992,2.6162145,1.0770837,1.4389524,0.2159398,0,Standard/Lower Rate
Austria,AUT,1993,2.9762285,1.1755502,0.9511626,0.26496595,0,Standard/Lower Rate
Austria,AUT,1994,3.1439226,1.386161,1.183698,0.0,0,Standard/Lower Rate
Austria,AUT,1995,2.5049891,0.42440498,0.8267254,0.21480201,0,Standard/Lower Rate
Austria,AUT,1996,2.311138,0.96270686,0.7090246,0.3209023,0,Standard/Lower Rate
Austria,AUT,1997,2.5492158,0.5929953,1.0755811,1.1553614,0,Standard/Lower Rate
Austria,AUT,1998,1.7097487,0.76041746,1.0745769,1.2047032,0,Standard/Lower Rate
Austria,AUT,1999,1.9208933,0.66018003,1.2066947,0.2852408,0,Standard/Lower Rate
Austria,AUT,2000,3.3987594,0.9027764,0.85776746,0.0,0,Standard/Lower Rate
Austria,AUT,2001,1.472082,1.2490664,0.7982111,0.213116,0,Standard/Lower Rate
Austria,AUT,2002,2.075998,1.0449661,0.381988,0.0,0,Standard/Lower Rate
Austria,AUT,2003,3.2919238,0.5896101,0.6640018,0.0,0,Standard/Lower Rate
Austria,AUT,2004,2.047544,0.9548169,0.5260673,1.2903559,0,Standard/Lower Rate
Austria,AUT,2005,2.0538182,1.06326,0.265815,0.58643,0,Standard/Lower Rate
Austria,AUT,2006,1.6602746,0.67149425,0.5371954,0.0,0,Standard/Lower Rate
Austria,AUT,2007,2.318088,0.7390528,0.724755,0.24158499,0,Standard/Lower Rate
Austria,AUT,2008,1.511161,0.82271796,0.24407686,0.0,0,Standard/Lower Rate
Austria,AUT,2009,2.4386783,0.6893785,0.6237805,0.0,0,Standard/Lower Rate
Austria,AUT,2010,1.3608404,0.7394098,0.49293986,0.24646993,0,Standard/Lower Rate
Austria,AUT,2011,2.0905778,1.526866,1.0168078,0.277612,0,Standard/Lower Rate
Austria,AUT,2012,2.614149,0.55385476,0.315041,0.0,0,Standard/Lower Rate
Austria,AUT,2013,2.3996642,0.5529658,0.9676902,0.0,0,Standard/Lower Rate
Austria,AUT,2014,2.409122,0.96298826,0.68784875,0.2475462,0,Standard/Lower Rate
Austria,AUT,2015,3.360594,0.68125737,0.24633817,0.0,0,Standard/Lower Rate
Austria,AUT,2016,2.847394,0.8012125,0.26707083,0.0,0,Standard/Lower Rate
Austria,AUT,2017,3.3124647,0.5275465,0.5275465,0.0,0,Standard/Lower Rate
Austria,AUT,2018,1.6568009,1.4339459,0.5742918,0.0,0,Standard/Lower Rate
Austria,AUT,2019,2.6038709,1.1624497,0.25832218,0.0,0,Standard/Lower Rate
Austria,AUT,2020,2.6061163,0.6965834,0.51383567,0.0,0,Standard/Lower Rate
Austria,AUT,2021,0.70778924,0.38434044,0.23212089,0.0,0,Standard/Lower Rate
Austria,AUT,2022,3.0669346,1.6065769,0.43793,0.0,0,Standard/Lower Rate
Austria,AUT,2023,2.356201,0.74312794,0.4954186,0.0,0,Standard/Lower Rate
Azerbaijan,AZE,2001,5.5802975,1.2094641,3.2716136,0.20855057,0,Standard/Lower Rate
Azerbaijan,AZE,2002,6.6663084,1.038795,3.7444935,0.21944262,0,Standard/Lower Rate
Azerbaijan,AZE,2003,5.6374674,0.67670447,3.6313064,0.42294028,0,Standard/Lower Rate
Azerbaijan,AZE,2004,6.175903,0.9652898,3.861159,0.88484895,0,Standard/Lower Rate
Azerbaijan,AZE,2007,3.7809565,0.6532898,1.6367282,0.46663556,0,Standard/Lower Rate
Bahamas,BHS,1999,3.5214987,18.796993,3.3218176,0.0,2,Elevated Leukemia & Brain Cancer
Bahamas,BHS,2000,6.982753,0.0,3.2726796,0.0,0,Standard/Lower Rate
Bahamas,BHS,2001,0.0,0.0,4.407228,0.0,0,Standard/Lower Rate
Bahamas,BHS,2002,3.3515434,0.0,3.2682943,0.0,0,Standard/Lower Rate
Bahamas,BHS,2003,0.0,0.0,4.338583,0.0,0,Standard/Lower Rate
Bahamas,BHS,2004,0.0,6.4951935,0.0,0.0,0,Standard/Lower Rate
Bahamas,BHS,2005,3.2859068,0.0,3.2027671,0.0,0,Standard/Lower Rate
Bahamas,BHS,2006,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Bahamas,BHS,2007,0.0,3.1669621,0.0,0.0,0,Standard/Lower Rate
Bahamas,BHS,2008,3.1352878,0.0,3.157363,0.0,0,Standard/Lower Rate
Bahamas,BHS,2009,3.1128404,3.1456432,0.0,0.0,0,Standard/Lower Rate
Bahamas,BHS,2010,3.0989494,0.0,3.1253908,0.0,0,Standard/Lower Rate
Bahamas,BHS,2011,3.0932937,0.0,0.0,0.0,0,Standard/Lower Rate
Bahamas,BHS,2012,0.0,3.1441598,3.5642364,0.0,0,Standard/Lower Rate
Bahamas,BHS,2013,3.0984693,0.0,0.0,0.0,0,Standard/Lower Rate
Bahamas,BHS,2014,6.217552,0.0,3.168568,0.0,0,Standard/Lower Rate
Bahamas,BHS,2015,3.120709,0.0,0.0,0.0,0,Standard/Lower Rate
Bahamas,BHS,2016,3.1165268,0.0,3.254149,0.0,0,Standard/Lower Rate
Bahrain,BHR,1987,4.8899755,0.0,0.0,2.43309,0,Standard/Lower Rate
Bahrain,BHR,1988,2.4038463,0.0,0.0,0.0,0,Standard/Lower Rate
Bahrain,BHR,1997,5.621873,1.6839553,1.7914084,1.6839553,0,Standard/Lower Rate
Bahrain,BHR,1998,7.453231,0.0,1.8390805,0.0,0,Standard/Lower Rate
Bahrain,BHR,1999,1.8308647,0.0,0.0,0.0,0,Standard/Lower Rate
Bahrain,BHR,2000,3.5290797,0.0,7.0516887,0.0,0,Standard/Lower Rate
Bahrain,BHR,2001,1.6952888,0.0,1.4213227,0.0,0,Standard/Lower Rate
Bahrain,BHR,2002,1.6444123,0.0,0.0,0.0,0,Standard/Lower Rate
Bahrain,BHR,2003,3.1857786,0.0,1.3706516,0.0,0,Standard/Lower Rate
Bahrain,BHR,2004,3.0719135,3.1471283,0.0,0.0,0,Standard/Lower Rate
Bahrain,BHR,2005,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Bahrain,BHR,2006,1.4440433,1.5523009,1.7383142,0.0,0,Standard/Lower Rate
Bahrain,BHR,2007,1.3960826,1.6785283,1.6785283,0.0,0,Standard/Lower Rate
Bahrain,BHR,2008,4.1116166,1.3053467,2.142857,0.0,0,Standard/Lower Rate
Bahrain,BHR,2009,2.69629,0.0,2.0504198,0.0,0,Standard/Lower Rate
Bahrain,BHR,2010,1.3228563,0.0,5.522116,0.0,0,Standard/Lower Rate
Bahrain,BHR,2011,2.6578074,1.2015042,1.3748728,1.3748728,0,Standard/Lower Rate
Bahrain,BHR,2012,3.8118472,1.2864549,0.0,0.0,0,Standard/Lower Rate
Bahrain,BHR,2013,1.266015,0.0,0.0,0.0,0,Standard/Lower Rate
Bahrain,BHR,2014,1.2629611,1.1134369,1.1134369,0.0,0,Standard/Lower Rate
Barbados,BRB,2000,0.0,4.917146,0.0,0.0,0,Standard/Lower Rate
Barbados,BRB,2001,0.0,0.0,4.969685,0.0,0,Standard/Lower Rate
Barbados,BRB,2002,0.0,6.8348026,0.0,0.0,0,Standard/Lower Rate
Barbados,BRB,2003,5.027147,8.678672,5.8675117,0.0,2,Elevated Leukemia & Brain Cancer
Barbados,BRB,2004,10.086746,27.847397,6.856829,0.0,2,Elevated Leukemia & Brain Cancer
Barbados,BRB,2005,10.141988,0.0,5.276488,0.0,0,Standard/Lower Rate
Barbados,BRB,2006,0.0,13.673344,27.956388,0.0,2,Elevated Leukemia & Brain Cancer
Barbados,BRB,2007,5.1604915,0.0,0.0,0.0,0,Standard/Lower Rate
Barbados,BRB,2008,5.211319,0.0,11.089548,0.0,0,Standard/Lower Rate
Barbados,BRB,2009,5.250722,0.0,5.273149,0.0,0,Standard/Lower Rate
Barbados,BRB,2010,15.79363,0.0,0.0,0.0,0,Standard/Lower Rate
Barbados,BRB,2011,0.0,0.0,0.0,0.0,0,Standard/Lower Rate
Barbados,BRB,2012,10.490427,0.0,0.0,0.0,0,Standard/Lower Rate
Barbados,BRB,2013,10.460251,0.0,7.5705957,0.0,0,Standard/Lower Rate
Belarus,BLR,2002,3.555259,0.6766419,0.71693105,0.33832094,0,Standard/Lower Rate
Belarus,BLR,2003,2.4689744,1.4826598,0.84723413,0.3504063,0,Standard/Lower Rate
Belarus,BLR,2007,4.8009615,1.7480226,0.98494756,0.0,0,Standard/Lower Rate
Belarus,BLR,2008,2.6475985,0.97328573,0.9705639,0.0,0,Standard/Lower Rate
Belarus,BLR,2009,2.5417697,1.1617517,1.0561379,0.25642604,0,Standard/Lower Rate
Belarus,BLR,2010,2.8344238,1.0520258,0.35618582,0.45335335,0,Standard/Lower Rate
Belarus,BLR,2011,2.4297848,1.2387915,0.5811136,0.30969787,0,Standard/Lower Rate
Belarus,BLR,2013,2.0041285,0.87766516,1.0727019,0.21290593,0,Standard/Lower Rate
Belarus,BLR,2014,1.1229823,1.2281693,0.5668474,0.22262493,0,Standard/Lower Rate
Belarus,BLR,2018,3.3948581,0.68012077,0.35158652,0.35774273,0,Standard/Lower Rate
Belgium,BEL,1979,4.437273,1.2129613,2.4259226,0.29577047,0,Standard/Lower Rate
Belgium,BEL,1980,4.6346784,1.975816,2.2919466,0.43725404,0,Standard/Lower Rate
Belgium,BEL,1981,6.4040093,1.8556155,2.6508791,0.4418132,0,Standard/Lower Rate
Belgium,BEL,1982,5.394662,1.3021894,1.986456,0.5697078,0,Standard/Lower Rate
Belgium,BEL,1983,4.156514,2.2733474,1.7220172,0.18186778,0,Standard/Lower Rate
Belgium,BEL,1984,2.4788568,1.650846,1.650846,0.3664346,0,Standard/Lower Rate
Belgium,BEL,1985,3.8121378,1.390176,1.0194625,0.0,0,Standard/Lower Rate
Belgium,BEL,1986,5.44,1.6024289,1.4337522,0.16450074,0,Standard/Lower Rate
Belgium,BEL,1987,4.8551545,0.8411844,1.305118,0.46611354,0,Standard/Lower Rate
Belgium,BEL,1988,2.9580936,1.1156564,0.5867069,0.41197473,0,Standard/Lower Rate
Belgium,BEL,1989,2.6406999,1.0878661,1.0878661,0.42653018,0,Standard/Lower Rate
Belgium,BEL,1990,2.134647,1.3022045,1.5033826,0.2790438,0,Standard/Lower Rate
Belgium,BEL,1991,4.2290177,1.5787518,0.92867756,0.1685488,0,Standard/Lower Rate
Belgium,BEL,1992,3.7240932,1.6620499,1.8213428,0.27700832,0,Standard/Lower Rate
Belgium,BEL,1993,3.730738,1.2358903,1.1534976,0.18321729,0,Standard/Lower Rate
Belgium,BEL,1994,2.777324,0.98627436,0.98627436,0.0,0,Standard/Lower Rate
Belgium,BEL,1995,2.8099174,1.3969923,1.312336,0.3629764,0,Standard/Lower Rate
Belgium,BEL,1996,3.843435,0.7403191,0.7268188,0.3243657,0,Standard/Lower Rate
Belgium,BEL,1997,3.5222902,1.5461644,1.2345587,0.0,0,Standard/Lower Rate
Belgium,BEL,1998,3.5171049,1.6443604,0.5788978,0.15944362,0,Standard/Lower Rate
Belgium,BEL,1999,2.6538925,0.9150409,0.4592239,0.16026115,0,Standard/Lower Rate
Belgium,BEL,2000,3.4326458,1.1733459,0.74114835,0.0,0,Standard/Lower Rate
Belgium,BEL,2001,2.893193,0.591706,0.9298237,0.3297631,0,Standard/Lower Rate
Belgium,BEL,2002,2.6932826,0.8486635,0.9379447,0.33414197,0,Standard/Lower Rate
Belgium,BEL,2003,2.6746845,0.9499649,0.16878635,0.0,0,Standard/Lower Rate
Belgium,BEL,2004,2.2101576,1.1180781,1.0320721,0.0,0,Standard/Lower Rate
Belgium,BEL,2005,2.391166,1.4271483,1.3696578,0.21716093,0,Standard/Lower Rate
Belgium,BEL,2006,2.5818028,1.1043181,0.8494755,0.3783744,0,Standard/Lower Rate
Belgium,BEL,2007,2.448312,0.7585789,0.5900058,0.16920903,0,Standard/Lower Rate
Belgium,BEL,2008,1.3158349,1.1153816,0.7501938,0.0,0,Standard/Lower Rate
Belgium,BEL,2009,2.307691,1.1504718,0.5752359,0.0,0,Standard/Lower Rate
Belgium,BEL,2010,2.3064477,1.1835332,0.73454994,0.19924287,0,Standard/Lower Rate
Belgium,BEL,2011,1.7901897,1.7560146,0.4453847,0.0,0,Standard/Lower Rate
Belgium,BEL,2012,2.2740192,1.4169992,0.3936109,0.0,0,Standard/Lower Rate
Belgium,BEL,2013,1.1432005,1.3961952,0.77566403,0.15700288,0,Standard/Lower Rate
Belgium,BEL,2014,2.1219883,1.1569299,0.23138596,0.15429717,0,Standard/Lower Rate
Belgium,BEL,2015,1.2961196,1.361876,0.30819252,0.0,0,Standard/Lower Rate
Belgium,BEL,2016,1.2791793,0.9330938,0.46095943,0.16965342,0,Standard/Lower Rate
Belgium,BEL,2017,2.8312392,1.0217593,0.9265551,0.14967416,0,Standard/Lower Rate
Belgium,BEL,2018,2.6181316,1.0874293,0.23302057,0.23302057,0,Standard/Lower Rate
Belgium,BEL,2019,1.2073886,0.5476207,0.5105792,0.30054307,0,Standard/Lower Rate
Belgium,BEL,2020,1.9299202,1.0441674,0.0,0.0,0,Standard/Lower Rate
Belgium,BEL,2021,1.1736969,1.1981395,0.7188837,0.20725001,0,Standard/Lower Rate
Belize,BLZ,1997,7.0467196,0.0,5.2645435,3.3206043,0,Standard/Lower Rate
Belize,BLZ,1998,6.9854355,0.0,3.1967266,0.0,0,Standard/Lower Rate
Belize,BLZ,1999,0.0,3.4612856,13.451709,0.0,2,Elevated Leukemia & Brain Cancer
Belize,BLZ,2000,3.385355,2.9395337,6.7369556,0.0,0,Standard/Lower Rate
Belize,BLZ,2001,3.2879596,3.3172996,6.634599,0.0,0,Standard/Lower Rate
Belize,BLZ,2002,0.0,0.0,3.2777214,0.0,0,Standard/Lower Rate
Belize,BLZ,2003,0.0,2.731942,2.731942,0.0,0,Standard/Lower Rate
Belize,BLZ,2004,3.0167732,0.0,0.0,0.0,0,Standard/Lower Rate
