Entity,Code,Year,All malignant cancers combined,Brain and nervous system cancers,Leukemia,Lymphomas and multiple myeloma,Cluster,PCA1,PCA2
Czechia,CZE,2010,3.2879162,0.7619926,0.6667435,0.0,0,-0.4300254558203488,-0.11246659942234814
Czechia,CZE,2011,0.88384897,1.4824519,0.41436908,0.0,0,-0.8998227550571597,0.5030247956364027
Czechia,CZE,2012,1.7608385,0.70873874,0.506242,0.20249678,0,-0.8769242082119593,0.2505906086656381
Czechia,CZE,2013,1.5292491,0.6301214,0.7201388,0.0,0,-0.9057244970510712,0.16784439434429504
Czechia,CZE,2014,1.9377508,0.6887222,0.78711104,0.0,0,-0.7570060349921793,0.0961695563118754
Czechia,CZE,2015,1.0520645,0.5277291,0.43247232,0.17142954,0,-1.1490914279477364,0.3407981344708242
Czechia,CZE,2016,3.2625697,0.5806802,0.48390016,0.19356006,0,-0.5430962974098572,-0.04436103034361294
Czechia,CZE,2017,1.1722459,1.30796,0.48381868,0.16977237,0,-0.8406249016582646,0.4685688733154878
Czechia,CZE,2018,1.1127493,1.3613341,0.38895258,0.22226124,0,-0.8672521529396882,0.5241856188238527
Czechia,CZE,2019,1.7672778,1.1447865,0.70423156,0.0,0,-0.6795364002747748,0.2317443569589624
Czechia,CZE,2020,1.5337502,0.9830947,0.19661894,0.0,0,-0.9782130601026615,0.31905566861476015
Czechia,CZE,2021,1.551981,1.0824482,0.4003876,0.0,0,-0.8662597685589422,0.30450928313108633
Czechia,CZE,2022,1.6682765,0.8800557,0.3537544,0.0,0,-0.9206163208956721,0.24990372740674044
Czechia,CZE,2023,1.8305539,0.67078334,0.47913095,0.21990491,0,-0.8796923698907911,0.24107511135612913
Denmark,DNK,1994,1.447178,2.1076524,2.2697794,0.0,0,0.12874774909377498,0.242826244679607
Denmark,DNK,1995,5.152742,1.4157622,0.94384146,0.0,0,0.3666981469829566,-0.3571195112347987
Denmark,DNK,1996,4.008746,1.0716473,1.3684571,0.3239391,0,0.14757730874822172,-0.1664335003002813
Denmark,DNK,1997,5.03416,1.8015313,0.6005104,0.516129,0,0.3933135815244228,-0.012742952339102026
Denmark,DNK,1998,2.8119507,1.3144922,0.9858692,0.30321407,0,-0.2205984112852363,0.14839069817402306
Denmark,DNK,1999,3.0659904,0.88182384,0.9776907,0.36206567,0,-0.2958758205027898,0.03850996577590665
Denmark,DNK,2000,3.6235704,0.7311374,0.32379016,0.0,0,-0.47914605174814556,-0.1260587342754177
Denmark,DNK,2001,4.7836056,2.1879795,1.2921128,0.0,0,0.6553339610424423,-0.18837321369917012
Denmark,DNK,2002,2.1596272,0.48364708,0.87651896,0.0,0,-0.7355614187520839,0.0011495550965879304
Denmark,DNK,2003,2.0916688,1.3245871,0.6493327,0.3746006,0,-0.5173119250680193,0.35793780445322426
Denmark,DNK,2004,2.6321023,1.6384847,1.1469393,0.2882085,0,-0.10203125585536697,0.21577580175122632
Denmark,DNK,2005,1.4337658,0.74854,0.99412143,0.29253367,0,-0.7603573470230272,0.2756695035819126
Denmark,DNK,2006,0.853796,0.45275092,0.45275092,0.5908262,0,-1.1735085170198456,0.5142358793004594
Denmark,DNK,2007,1.4172416,0.9117045,1.0106114,0.29967576,0,-0.7036592163626142,0.3117587717125405
Denmark,DNK,2008,2.856498,0.5060592,0.75997776,0.6125631,0,-0.5275190316626378,0.1268581890272617
Denmark,DNK,2009,2.0108066,1.0138149,0.6758766,0.0,0,-0.670858778643634,0.16596784472639198
Denmark,DNK,2010,0.8738356,0.51000893,0.7650134,0.38100317,0,-1.057517614988165,0.3960009510912491
Denmark,DNK,2011,2.0553234,0.8492857,1.3588572,0.30529132,0,-0.4330748661271303,0.13323390896849194
Denmark,DNK,2012,0.8922278,0.68219805,0.30465513,0.0,0,-1.2033935223196146,0.35653200987201344
Denmark,DNK,2013,1.7969775,0.7820027,0.79547215,0.3977361,0,-0.7174116956147322,0.28710806297577396
Denmark,DNK,2014,1.803562,0.6948546,0.6948546,0.0,0,-0.8230424659112647,0.13566713916634737
Denmark,DNK,2015,1.8039633,0.5265218,0.602949,0.42003748,0,-0.868297330638147,0.27212527180573604
Denmark,DNK,2016,2.1009097,0.95760214,0.5300897,0.0,0,-0.7195451358948083,0.1608960454206842
Denmark,DNK,2017,1.1936735,1.24322,0.3552057,0.0,0,-0.921308928461723,0.4082097492507721
Denmark,DNK,2018,1.4783976,0.8947745,0.6610063,0.0,0,-0.8524543531023382,0.2396014595491004
Denmark,DNK,2019,1.4748392,0.812225,0.36061183,0.40775385,0,-0.9475335574631781,0.4216520880348478
Denmark,DNK,2020,2.0671651,0.6625434,1.2103655,0.0,0,-0.5781862576366233,0.0025037702088236986
Denmark,DNK,2021,0.89269507,1.6672447,0.33344892,0.0,0,-0.8656911076891537,0.5512819683457739
Denmark,DNK,2022,1.2300161,0.5450126,0.36334172,0.0,0,-1.1408557830657116,0.2592010653249123
Dominican Republic,DOM,1996,1.7568363,0.0,1.1068648,0.24596737,0,-0.8897740873463938,0.03163787995932279
Dominican Republic,DOM,1997,1.7413166,0.22308145,1.4500295,0.33462217,0,-0.6852868349233929,0.05972184633115669
Dominican Republic,DOM,1998,1.8337362,0.10127516,0.6487544,0.5548965,0,-0.9710209972144547,0.22393569935194851
Dominican Republic,DOM,1999,1.3893015,0.4012487,0.8463147,0.27633926,0,-0.9426687773642087,0.23011340523405435
Dominican Republic,DOM,2000,1.5867962,0.22044653,0.54665744,0.27555817,0,-1.0613375115728703,0.20399290840324494
Dominican Republic,DOM,2001,3.0343456,0.0989856,0.64625496,0.11023329,0,-0.7111695770960612,-0.15693189885489817
Dominican Republic,DOM,2002,2.894398,0.19749926,0.60667664,0.2962489,0,-0.7093010481706621,-0.036549789727680713
Dominican Republic,DOM,2003,2.4498596,0.3983191,0.69705844,0.44195014,0,-0.7084874693775237,0.12409475416564243
Dominican Republic,DOM,2004,2.7247517,0.33239248,0.64863527,0.29775494,0,-0.6925968213939315,0.015244039619887871
Dominican Republic,DOM,2005,0.9005394,0.15009712,0.5002785,0.16675949,0,-1.289145606293213,0.2793838409234126
Dominican Republic,DOM,2006,1.6934143,0.250848,0.4461169,0.27882305,0,-1.0601879500425495,0.20773114624032374
Dominican Republic,DOM,2007,1.7911892,0.20126393,0.33568424,0.40202823,0,-1.0788976513592616,0.24306532384066723
Dominican Republic,DOM,2008,0.79774636,0.25231448,0.45416605,0.0,0,-1.3158820828727493,0.26348147878775846
Dominican Republic,DOM,2009,1.4013565,0.20259298,0.55650586,0.0,0,-1.1401627370855596,0.12947808451198467
Dominican Republic,DOM,2010,1.8092397,0.20275564,0.5068891,0.1128444,0,-1.041678080438312,0.10607098919742614
Dominican Republic,DOM,2011,1.9207984,0.39474806,0.50648224,0.12625816,0,-0.9480362263321845,0.12997291382681117
Dominican Republic,DOM,2012,2.2339404,0.7324769,1.2395763,0.39441064,0,-0.4601573785929834,0.1291477630895438
Dominican Republic,DOM,2013,1.5280209,0.76040035,1.0102097,0.28137895,0,-0.7275323745710118,0.2545436282671321
Dominican Republic,DOM,2014,1.531417,0.6181484,0.6743437,0.20376413,0,-0.9044734409583851,0.24797142092445212
Dominican Republic,DOM,2015,1.0223966,0.3524756,0.5050134,0.12501985,0,-1.1933203203005893,0.2822089721207814
Dominican Republic,DOM,2016,2.7691739,0.39148837,0.7530771,0.24872775,0,-0.6286389770096382,-0.01510437617186037
Dominican Republic,DOM,2017,1.5406928,0.7250386,0.5509838,0.1673166,0,-0.9153920936447619,0.27335375328591316
Dominican Republic,DOM,2018,1.2325238,0.4500997,0.650144,0.11130496,0,-1.0555039955816297,0.2368404216138152
Ecuador,ECU,1997,5.3050833,0.43963507,1.9614488,0.3381808,0,0.48810073075154997,-0.6126379814959421
Ecuador,ECU,1998,3.4596193,0.5686722,1.8398218,0.41152602,0,0.020645441518193263,-0.20972436646538795
Ecuador,ECU,1999,4.5002117,0.69601506,1.8228966,0.33362544,0,0.3156682952440916,-0.396876960071857
Ecuador,ECU,2000,4.3001075,0.66216516,2.138941,0.55941534,0,0.3919581752181869,-0.3324368034936173
Ecuador,ECU,2001,4.1090803,0.5825972,2.0225303,0.50977254,0,0.26886628988631434,-0.31485708019769315
Ecuador,ECU,2002,4.6958656,0.616323,1.9462832,0.46982545,0,0.39868388613269495,-0.41634157023190166
Ecuador,ECU,2003,4.024734,0.58179337,1.74538,0.2515887,0,0.11884534421709256,-0.3533780248365165
Ecuador,ECU,2004,4.878575,0.5801593,2.675179,0.35781363,0,0.6875436583657858,-0.6103590471086409
Ecuador,ECU,2005,5.235214,0.5787203,1.8326142,0.22505789,0,0.45752394019918324,-0.5942699318284483
Ecuador,ECU,2006,4.772875,0.7076101,1.8976815,0.32103783,0,0.41544268828128006,-0.45960501825969846
Ecuador,ECU,2007,4.3179355,0.67531306,1.8651503,0.28545675,0,0.27236452820339524,-0.3928404968771407
Ecuador,ECU,2008,3.5455196,0.8568941,2.7325726,0.3927431,0,0.4618793438691739,-0.31128065854545045
Ecuador,ECU,2009,4.486005,0.8358317,2.0252845,0.39317858,0,0.43847291501684066,-0.37503270760467505
Ecuador,ECU,2010,3.8113573,0.85868084,2.025049,0.25044858,0,0.25785490016193724,-0.30261123741758783
Ecuador,ECU,2011,4.572621,0.83427644,2.0536036,0.21447875,0,0.45177405075933574,-0.46178383290013514
Ecuador,ECU,2012,4.2502494,0.99251485,2.433262,0.09604983,0,0.5475648771302459,-0.47456104979088637
Ecuador,ECU,2013,4.838613,0.79801506,2.330204,0.3511266,0,0.6231646739596809,-0.5084954233229997
Ecuador,ECU,2014,4.9122515,0.532124,2.3837743,0.17737466,0,0.5550861677919606,-0.6484393158472906
Ecuador,ECU,2015,5.626065,0.9795724,2.243537,0.18959467,0,0.8370257669826172,-0.6597167637712701
Ecuador,ECU,2016,5.298828,0.9108958,2.228094,0.38537902,0,0.7451320283997346,-0.5396661104247705
Ecuador,ECU,2017,4.7757497,0.8408328,2.3356469,0.31141958,0,0.6190688516926792,-0.5041924155784564
Ecuador,ECU,2018,6.187728,1.1374679,1.8844335,0.37915593,0,0.9225751965482836,-0.6025507662069816
Ecuador,ECU,2019,5.5373907,0.6747148,1.8401313,0.17099126,0,0.5640265480960878,-0.6503037600054704
Ecuador,ECU,2020,3.408268,0.9457765,1.5559549,0.16996431,0,0.003872017697938516,-0.17048643407517247
Ecuador,ECU,2021,5.504352,0.7764337,1.6376196,0.10127396,0,0.5081872725417653,-0.6185855741468466
Ecuador,ECU,2022,4.644661,1.0274533,1.9340297,0.2016228,0,0.48946970142163726,-0.4219927254616639
Egypt,EGY,1980,2.3491464,0.19249386,0.77799594,0.12030866,0,-0.8068995201539914,-0.031740039264306186
Egypt,EGY,1987,3.5205326,0.5158868,1.1362569,0.22202721,0,-0.25760153666924546,-0.19355485625841934
Egypt,EGY,1991,3.7035956,0.57660776,1.3093802,0.3844052,0,-0.1103169391726415,-0.18026777107622236
Egypt,EGY,1992,3.5810463,0.52964276,1.4996626,0.27374795,0,-0.09960015318678339,-0.2383152855672319
Egypt,EGY,2000,3.5955994,1.2278149,1.1388428,0.14828682,0,-0.008727659195365967,-0.09085214418280663
Egypt,EGY,2001,4.0838165,1.6809593,1.604284,0.023592414,0,0.42364636316578885,-0.2047982771403082
Egypt,EGY,2002,4.2919564,1.5394949,2.3621256,0.04700748,0,0.7088197058865882,-0.3786967656711241
Egypt,EGY,2003,4.2843013,1.9028878,2.1370895,0.03922895,0,0.7446675346359439,-0.27205778977225004
Egypt,EGY,2004,3.8335242,1.7415265,2.1783643,0.032474242,0,0.5897301930988909,-0.23277752167219415
Egypt,EGY,2005,3.9169197,1.613753,2.0244215,0.03223238,0,0.5125618709658005,-0.24995749090605784
Egypt,EGY,2006,4.0272894,1.5566329,1.7002337,0.040208228,0,0.40457612266796944,-0.2284038445337995
Egypt,EGY,2007,3.7952323,1.5601829,1.8164173,0.039858688,0,0.3885135813870485,-0.20411432317682382
Egypt,EGY,2008,3.8410027,1.7336367,2.0601008,0.02519787,0,0.5451539514936453,-0.22021302566453582
Egypt,EGY,2009,3.849006,1.6113379,2.070929,0.02486803,0,0.5105114571919313,-0.248177818992315
Egypt,EGY,2010,3.793468,1.7584703,1.8991479,0.01306004,0,0.4812518276809844,-0.186405680618377
Egypt,EGY,2011,4.1374006,1.5410666,1.7093743,0.026298068,0,0.4295419656868689,-0.25787619176701854
Egypt,EGY,2012,4.10885,1.6224235,2.3271637,0.05070073,0,0.6770023684761397,-0.3223433408573058
Egypt,EGY,2013,4.266704,1.513989,1.9326482,0.04868131,0,0.5374789095764496,-0.3125739551709094
Egypt,EGY,2014,4.069151,1.8622632,1.9519473,0.036928732,0,0.6082233186461663,-0.21406153449373516
Egypt,EGY,2015,3.4409869,1.3407377,1.7212173,0.031129211,0,0.18910618708704227,-0.17360595049017102
Egypt,EGY,2016,3.6679287,1.414822,1.8806249,0.03975106,0,0.3309684067913452,-0.2206299319743982
Egypt,EGY,2017,3.132864,1.049225,1.548453,0.04230746,0,-0.04858226239837028,-0.14658514992279298
Egypt,EGY,2018,3.2496414,1.1342365,1.4240049,0.03237341,0,-0.03679133064348888,-0.13485473083641025
Egypt,EGY,2019,2.9323828,1.145308,1.2833948,0.04153019,0,-0.16484130021914295,-0.05069011325917847
El Salvador,SLV,1997,3.5697103,0.7326115,0.9990156,0.0,0,-0.24632706277883964,-0.22008162638403078
El Salvador,SLV,1998,2.0091493,0.53175366,1.3958534,0.13715878,0,-0.5545045773316843,0.008962640177867248
El Salvador,SLV,1999,1.8414962,0.36902058,1.1968197,0.0,0,-0.7385086892953834,-0.014340723064318077
El Salvador,SLV,2000,2.4291005,0.46706492,1.1343005,0.13402653,0,-0.5638780423160761,-0.040283449488291316
El Salvador,SLV,2001,3.292654,0.53860956,1.5485024,0.26623714,0,-0.15362395127444012,-0.1951299798821648
El Salvador,SLV,2002,2.6458642,0.54578745,1.2962452,0.0,0,-0.43711991631908,-0.13806072104808098
El Salvador,SLV,2003,3.8892403,0.68482625,1.2491595,0.13338865,0,-0.07500842234178669,-0.275860026900324
El Salvador,SLV,2004,2.2611902,0.5659121,0.5420461,0.26925763,0,-0.7758782625299945,0.1513685598142427
El Salvador,SLV,2005,5.4313993,1.0818343,1.4424456,0.13636798,0,0.5234009832359722,-0.5006062876920796
El Salvador,SLV,2006,4.153071,0.66579473,1.6227471,0.0,0,0.10859171683022784,-0.4342003847855483
El Salvador,SLV,2007,3.869434,0.6466695,1.2483813,0.0,0,-0.10703148732721217,-0.3295857202057412
El Salvador,SLV,2008,2.2136168,0.34125295,0.6825059,0.8103662,0,-0.7547463115370614,0.2943394481398982
El Salvador,SLV,2009,3.4731097,0.31522274,1.1820853,0.15199116,0,-0.3270403411601434,-0.2587877003313134
El Salvador,SLV,2010,4.7671328,0.3581806,1.0745418,0.26863545,0,-0.007629180503183202,-0.4220273722513592
El Salvador,SLV,2011,3.8758743,0.5444987,1.6293186,0.27224934,0,0.02811170597455102,-0.30867586994159846
El Salvador,SLV,2012,3.8416018,0.7432108,0.7355138,0.16494328,0,-0.25178937263002654,-0.16466563818774707
El Salvador,SLV,2013,3.50965,0.5579636,1.4217495,0.21033192,0,-0.14357305835963438,-0.23140964898082467
El Salvador,SLV,2014,4.8795,0.7602295,1.0981094,0.8494012,0,0.22419696173771658,-0.14817588362923123
El Salvador,SLV,2015,5.0038176,0.8498632,1.4467827,0.8618684,0,0.41428295375356616,-0.20137276828717546
El Salvador,SLV,2016,4.631659,0.7720332,1.4280927,0.1703865,0,0.21360585565514711,-0.40505826074333673
El Salvador,SLV,2017,3.1993804,0.5154515,1.5525326,0.0,0,-0.21169907046132252,-0.28286973281814565
El Salvador,SLV,2018,5.6223903,0.7791243,1.0388324,0.0,0,0.3104698865127561,-0.5847097941639042
Estonia,EST,1994,6.5208483,0.89302456,1.0728405,0.0,0,0.591284822443713,-0.727937888568613
Estonia,EST,1995,2.7927241,3.4026337,2.2684224,0.91052294,0,0.9990675739224125,0.6029322234223764
Estonia,EST,1996,6.538573,4.455013,5.40586,0.0,0,3.3581962481301906,-0.6777710502790933
Estonia,EST,1997,3.7326317,1.9162227,3.8324454,0.0,0,1.2214329613689636,-0.4461522675332497
Estonia,EST,1998,5.5773487,3.4171913,1.0638185,1.3668765,0,1.3273094410053399,0.4622291130882224
Estonia,EST,1999,2.7916067,0.0,1.4697021,0.0,0,-0.5177095376416243,-0.30130089831982004
Estonia,EST,2000,1.9159842,1.5475085,1.5475085,0.0,0,-0.2002291920628506,0.15670707099020575
Estonia,EST,2001,7.8258743,1.6266114,2.207993,7.7429347,0,2.3954926690378886,1.895387448326435
Estonia,EST,2002,3.0531244,2.5335698,0.0,0.0,0,-0.1450937793754286,0.3906608151427016
Estonia,EST,2003,4.330879,2.599766,1.5389351,1.5389351,0,0.9272099760881931,0.5111948205069005
Estonia,EST,2004,3.5306578,0.0,1.5912164,0.0,0,-0.2837280345816031,-0.4524739595255921
Estonia,EST,2005,5.1417184,0.0,1.614596,0.0,0,0.13828688365245181,-0.7448278578886999
Estonia,EST,2006,2.7750797,4.4185877,0.0,0.0,0,0.40946584427417876,0.8218202776987474
Estonia,EST,2007,1.4846708,1.7166646,0.0,0.0,0,-0.8189044248280668,0.5065242951862603
Estonia,EST,2008,0.0,0.0,0.0,0.0,0,-1.7699775342456703,0.4253566570937068
Estonia,EST,2009,1.6250914,0.0,3.5940197,0.0,0,-0.04268615952458266,-0.41933682321763555
Estonia,EST,2010,1.6486686,3.2575943,3.1658092,1.5395274,0,1.050369624375274,0.8747132318028177
Estonia,EST,2011,3.3218176,1.546623,1.5953289,0.0,0,0.17772833694974388,-0.1028061682941095
Estonia,EST,2012,0.0,2.2522354,1.5817529,0.0,0,-0.44549317465970406,0.6374007856552116
Estonia,EST,2013,1.6439257,4.1845675,0.0,0.0,0,0.041439267189422695,0.9772188728507764
Estonia,EST,2014,1.6100208,3.3846674,3.3846674,0.0,0,1.0010087391779812,0.30029413744761735
Estonia,EST,2015,1.5724506,2.7224588,0.0,1.7445309,0,-0.27948420226363174,1.3439544547308906
Estonia,EST,2016,3.0578935,1.5030644,0.0,0.0,0,-0.48605009606352184,0.18134255816032985
Estonia,EST,2017,2.8934767,2.9761462,1.2868688,0.0,0,0.4300167421622016,0.31064626310115423
Estonia,EST,2018,2.7895558,1.3034071,0.0,0.0,0,-0.6212175694960373,0.1890481224808091
Estonia,EST,2019,1.3543712,3.8099883,0.0,1.326735,0,-0.018147139473468424,1.4474446850902416
Estonia,EST,2020,0.0,5.387641,2.6851044,0.0,0,0.9978477023276666,1.1017702063210937
Estonia,EST,2021,2.6225038,0.0,1.819141,0.0,0,-0.4337233785484757,-0.3248005576841766
Estonia,EST,2022,3.9241848,0.0,0.0,0.0,0,-0.7628033726441212,-0.27798326784411376
Fiji,FJI,2001,3.4180243,1.0635017,5.317508,0.0,0,1.3989184801232377,-0.7909408348657554
Fiji,FJI,2002,8.136413,20.027493,2.1800385,2.1623025,2,7.989900243561142,3.4880531775505497
Fiji,FJI,2003,3.5599859,2.5039437,3.7559156,5.307292,0,1.900851442253587,1.6920100603023953
Fiji,FJI,2004,8.501129,1.2878715,3.2196786,0.0,0,2.013278319836358,-1.3335739586079174
Fiji,FJI,2005,7.4902625,1.4243594,6.589482,0.0,0,3.027612501323798,-1.6436827321125762
Fiji,FJI,2006,3.7335722,0.0,5.261704,3.6889026,0,1.4932115238031656,0.31977924286754733
Fiji,FJI,2007,6.216895,1.2289542,4.0909834,5.275653,0,2.2782388272537517,0.8945074624399202
Fiji,FJI,2008,6.2397046,1.2258958,2.6290882,2.8340254,0,1.4941371224936957,0.20559899591061578
Fiji,FJI,2009,2.5167997,1.4200511,4.2601533,4.4754243,0,1.369799003587968,1.2722698760689797
Fiji,FJI,2011,1.2900729,1.3771449,0.0,5.308419,0,-0.4249942555534671,2.4496826148530237
Fiji,FJI,2012,2.6087863,2.55436,1.27718,0.0,0,0.2133620437765742,0.2778396821790164
Finland,FIN,1987,3.84369,1.5517242,1.09375,0.3448276,0,0.1666701715961266,0.010345832360949976
Finland,FIN,1988,3.4418023,1.7367141,1.0420284,0.7939659,0,0.15318600661365248,0.2950315947006336
Finland,FIN,1989,1.2319064,0.94280326,0.94280326,0.3065604,0,-0.7648982059543811,0.36427324723969967
Finland,FIN,1990,2.766677,1.2201499,1.0973507,0.81037277,0,-0.16972808915173465,0.30913012856364663
Finland,FIN,1991,1.8512805,1.7163364,2.1844282,0.34746352,0,0.10784425889290715,0.23378305036643
Finland,FIN,1992,2.7769208,1.8665422,0.6932409,0.0,0,-0.18475019782853305,0.19848204922564927
Finland,FIN,1993,2.1419828,0.7841087,0.8665511,0.38476336,0,-0.6036123648833107,0.20992166441439405
Finland,FIN,1994,2.1237864,1.0905125,0.46736252,0.38109756,0,-0.6524493234573348,0.3352700374266624
Finland,FIN,1995,4.539952,1.0386014,1.2117016,0.31715825,0,0.2150866240983572,-0.24671494835569002
Finland,FIN,1996,3.6485255,1.3802623,0.9357455,0.3136763,0,-0.0012212095016463401,0.023369067548493123
Finland,FIN,1997,1.8501388,1.5612803,1.7174083,0.38971162,0,-0.10975745059638946,0.2902690764740391
Finland,FIN,1998,1.8774524,1.0366849,1.0366849,0.51834244,0,-0.5116099710447956,0.33197777204318707
Finland,FIN,1999,2.208188,1.2696922,0.5235666,0.3040965,0,-0.5588746301478378,0.3190579329682608
Finland,FIN,2000,1.5754483,1.2635303,1.5248551,0.0,0,-0.3901840509845566,0.16378367059678117
Finland,FIN,2001,2.4935634,0.6170916,1.2569424,0.3591264,0,-0.4292055979280786,0.043458726387337485
Finland,FIN,2002,2.7591703,1.1606352,1.1606352,0.3143458,0,-0.22035525874073925,0.10396087680601021
Finland,FIN,2003,3.335375,0.74371696,0.5577877,0.0,0,-0.46363300143095304,-0.10789221200568967
Finland,FIN,2004,3.627142,1.1332086,0.85252655,0.0,0,-0.15197060150015976,-0.12678034698253549
Finland,FIN,2005,2.7273884,1.1469271,1.5292361,0.0,0,-0.1316503088986524,-0.06694354225314211
Finland,FIN,2006,2.4525733,1.0383155,1.0383155,0.0,0,-0.41721334153556683,0.03593522011489228
Finland,FIN,2007,3.7467802,0.771065,0.771065,0.0,0,-0.27121139474933137,-0.20893842475383487
Finland,FIN,2008,3.1946025,0.7682483,1.7285587,0.38412416,0,-0.02453787640367288,-0.1149242678523034
Finland,FIN,2009,3.596152,0.5138218,0.7636364,0.3480658,0,-0.3615022540500998,-0.1032087529898811
Finland,FIN,2010,2.3367138,1.5294782,0.9476697,0.0,0,-0.3169034548102979,0.17001756619477432
Finland,FIN,2011,2.3744912,0.50544786,0.66159225,0.6867377,0,-0.6795221330342602,0.255899621410808
Finland,FIN,2012,2.7433996,1.1270653,0.41037932,0.41037932,0,-0.49898610729113957,0.25128948522590244
Finland,FIN,2013,2.4076867,0.736041,1.226886,0.0,0,-0.4603611080578236,-0.04620453225801281
Finland,FIN,2014,1.3711755,2.014451,0.9916601,0.0,0,-0.3876443823453437,0.43440551938986854
Finland,FIN,2015,1.028669,0.54536235,0.32601005,0.0,0,-1.2060262746430184,0.30110819793022564
Finland,FIN,2016,3.0422313,1.1680976,0.36703476,0.0,0,-0.46749362139967093,0.05987063992916397
Finland,FIN,2017,2.0013542,2.025303,0.36993706,0.0,0,-0.4489493124536287,0.41938852550212674
Finland,FIN,2018,1.9756728,0.74975026,0.74975026,0.0,0,-0.7406284715502156,0.10747123068433118
Finland,FIN,2019,2.6043234,0.56440896,0.3825928,0.0,0,-0.7746700074468329,0.013840428123630068
Finland,FIN,2020,0.9650274,0.9824312,0.0,0.0,0,-1.1960780908081734,0.451131191731654
Finland,FIN,2021,1.2753658,1.0108484,0.33607683,2.080819,0,-0.76629857046312,1.1244454038339882
Finland,FIN,2022,1.2687417,1.0341154,0.4136462,0.0,0,-0.9501709915726848,0.34345587455246834
France,FRA,1979,4.4465694,0.6412455,2.7933335,0.5908975,0,0.6644618727289093,-0.45196136844971363
France,FRA,1980,5.2127123,0.66401064,2.5205302,0.56915194,0,0.7669275371490827,-0.5507644462126543
France,FRA,1981,4.9527454,0.5198501,2.421407,0.43776846,0,0.6024252395315381,-0.5669990015869966
France,FRA,1982,5.0143433,0.7325906,2.0595472,0.566721,0,0.5704805090216802,-0.43125803241054167
France,FRA,1983,3.6464987,0.67120665,2.2932894,0.34958678,0,0.26147326494446227,-0.31537181475969894
France,FRA,1984,4.107981,0.7037991,2.1113973,0.4645074,0,0.33647968818758883,-0.3206836507085184
France,FRA,1985,3.5409741,0.57592356,1.9665684,0.3293188,0,0.08151954658133,-0.2729715598308684
France,FRA,1986,3.31451,0.5848264,1.7677708,0.5463109,0,-0.02336785916706722,-0.11915686777104276
France,FRA,1987,3.4750135,0.61213136,1.9198664,0.27824152,0,0.05423235511766936,-0.26565554247183676
France,FRA,1988,2.622635,0.7067236,1.2471592,0.41571975,0,-0.36394851067156925,0.06103980118339449
France,FRA,1989,3.3011336,0.678013,1.494396,0.318251,0,-0.11942930001854495,-0.1407469480293422
France,FRA,1990,3.386781,0.77306426,1.4494954,0.17946135,0,-0.09680605952716005,-0.18164360961095066
France,FRA,1991,3.0823426,0.7212806,1.2899826,0.2080617,0,-0.24728903138226807,-0.10233999982379499
France,FRA,1992,3.4244826,0.85088575,1.4646394,0.18133631,0,-0.05557160158252655,-0.17429192066802862
France,FRA,1993,3.240788,0.86673284,1.2861197,0.20969343,0,-0.15956229078507445,-0.1001120930124539
France,FRA,1994,3.26739,0.7314671,1.0409341,0.23913349,0,-0.28394527969139666,-0.08352430274192119
France,FRA,1995,2.6015506,0.7929765,1.0620221,0.14160295,0,-0.4369527117893289,0.008688810160014793
France,FRA,1996,2.5651655,0.6556816,0.92650664,0.19063656,0,-0.5361410333828481,0.026564910870260295
France,FRA,1997,2.6604068,0.78819144,0.97449124,0.07165377,0,-0.46267925117993913,-0.015400144729928247
France,FRA,1998,2.752246,0.81871027,0.6959037,0.17738722,0,-0.5194468698125374,0.05658860890054164
France,FRA,1999,2.5290074,0.6213299,0.85605454,0.09210095,0,-0.5928426648978543,0.0002484253996406554
France,FRA,2000,2.1095052,1.2967157,0.84148574,0.12313931,0,-0.4783054575077989,0.22586483856325537
France,FRA,2001,2.5322795,1.1545571,0.72847056,0.15369156,0,-0.4549970777315171,0.15011340502160794
France,FRA,2002,2.907378,1.0668676,1.0239571,0.17748591,0,-0.27762800711823016,0.028505802005443264
France,FRA,2003,2.430172,1.0549057,0.78441703,0.07537666,0,-0.5021092859161806,0.11047465626200688
France,FRA,2004,2.353164,0.962966,0.7222245,0.13374528,0,-0.5689549396131932,0.1369926194453776
France,FRA,2005,2.05527,1.0482155,0.61035335,0.16250011,0,-0.6548722995268135,0.23556547351721824
France,FRA,2006,2.0421104,0.9909941,0.72672904,0.13222092,0,-0.638000337089913,0.19715195251189768
France,FRA,2007,2.369427,1.1802646,0.56390417,0.058403153,0,-0.5582419992165857,0.1743556556421898
France,FRA,2008,1.9807713,0.92394924,0.65066844,0.20242923,0,-0.6963722782881634,0.23244239786063153
France,FRA,2009,2.3020794,1.0227761,0.6214336,0.057514124,0,-0.6069424118801243,0.14537801238659617
France,FRA,2010,2.141365,1.0055162,0.47697562,0.10032264,0,-0.7020958243361013,0.20887875517320276
France,FRA,2011,1.7812368,0.9791961,0.5024822,0.15038443,0,-0.7887178482789534,0.2828173266356083
France,FRA,2012,1.9438493,0.83546305,0.46271798,0.102826215,0,-0.8141912782587077,0.21300728327712065
France,FRA,2013,1.5971916,1.1653334,0.51223445,0.085068755,0,-0.7774407166924359,0.3276317345398522
France,FRA,2014,2.039376,0.99624455,0.47257754,0.06386183,0,-0.7367770684045832,0.21238137031686988
