YouTuber_Name,Title,Date,Duration_Seconds,Views,Likes,Comments,Dislikes,Like_to_Dislike_Ratio,Dislike_to_Like_Ratio,Engagement_Ratio
CD-Call,Baldur's Gate 1&2 - Recording for Video,2025-08-13 00:58:59+00:00,30262,830,0,0,5,0.0,,0.6024096385542169
CD-Call,Payment Processors and Digital Landlords,2025-08-15 15:52:07+00:00,908,11802,0,76,61,0.0,,1.1608201999661074
CD-Call,Playing Games and Hanging Out,2025-08-31 16:30:56+00:00,18568,1088,0,0,2,0.0,,0.1838235294117647
CD-Call,So That New SU Reveal Looks Neat,2025-09-01 10:47:47+00:00,521,14898,0,86,35,0.0,,0.812189555645053
CD-Call,Voyager Apologist Has Entered The Chat,2025-09-23 17:57:40+00:00,1181,10261,0,57,16,0.0,,0.7114316343436312
CD-Call,September Hangout Stream,2025-09-23 23:37:10+00:00,7949,793,0,1,1,0.0,,0.25220680958385877
CD-Call,"Talking About Courtney, Youtube Drama, and The Cycle",2025-10-04 05:53:32+00:00,14402,11773,0,43,13,0.0,,0.47566465641722583
CD-Call,Silksong and Hanging Out,2025-10-05 20:20:45+00:00,7448,1302,0,2,5,0.0,,0.5376344086021506
CD-Call,Silksong and Hanging Out,2025-10-05 23:52:17+00:00,12672,1269,0,1,5,0.0,,0.4728132387706856
CD-Call,Why Are Fantasy Humans So Bland? | CD-Call,2025-10-11 11:09:36+00:00,818,12757,0,131,22,0.0,,1.1993415379791488
CD-Call,First Impressions - Knights of Guinevere,2025-10-28 16:43:25+00:00,889,16268,0,155,37,0.0,,1.1802311285960165
CD-Call,Hanging Out and Discussion Stream,2025-11-05 02:23:24+00:00,19611,1361,0,0,3,0.0,,0.2204261572373255
CD-Call,Syrup 2 Hangout Stream,2025-11-10 06:19:07+00:00,11391,753,0,0,2,0.0,,0.2656042496679947
CD-Call,CD's Work Stream (Writing Scripts - Low Energy),2025-11-10 21:21:49+00:00,23587,896,0,0,1,0.0,,0.11160714285714285
CD-Call,Work Stream - Night With Timber (Recording),2025-11-15 23:24:37+00:00,22221,1473,0,4,2,0.0,,0.40733197556008144
CD-Call,Hangout Stream - Tears of the Kingdom,2025-11-19 02:07:37+00:00,17511,849,0,0,3,0.0,,0.35335689045936397
CD-Call,"Weekly Hangout/Editing Stream - November 22nd, 2025",2025-11-23 00:40:11+00:00,26340,858,0,3,1,0.0,,0.4662004662004662
CD-Call,Night With Timber - The Game Where Timber F***s You,2025-11-24 15:22:07+00:00,1850,13135,0,82,33,0.0,,0.8755234107346783
CD-Call,"Weekly Hangout/Editing Stream - November 29th, 2025",2025-11-30 09:08:14+00:00,12151,839,0,0,2,0.0,,0.23837902264600713
CD-Call,Season 2 of Hazbin Hotel is Not Good,2025-12-12 19:54:07+00:00,1248,20572,0,191,52,0.0,,1.181217188411433
CD-Call,"Weekly Hangout/Editing Stream - December 13th, 2025",2025-12-14 09:07:29+00:00,14075,821,0,0,3,0.0,,0.3654080389768575
CD-Call,Writing Talk and Answering Dumb Drama Questions (CD's Weekly Stream),2025-12-20 23:03:21+00:00,21175,1836,0,3,0,,,0.16339869281045752
CD-Call,Talking Youtube Algorithm and Grinding (CD's Weekly Stream),2025-12-28 10:09:35+00:00,9715,966,0,1,0,,,0.10351966873706005
CD-Call,A Brief Discussion About Poly Rep,2026-01-02 13:15:49+00:00,853,12555,0,91,18,0.0,,0.8681800079649542
CD-Call,"New Hazbin Hotel Video and Other Stuff (Weekly Stream, January 10th)",2026-01-11 09:15:52+00:00,7186,1194,0,1,1,0.0,,0.16750418760469013
CD-Call,"Editing New Video (Weekly Stream, January 17th)",2026-01-18 10:47:39+00:00,10170,811,0,0,2,0.0,,0.2466091245376079
CD-Call,Bonnie Plays Devil May Cry,2026-01-23 10:42:52+00:00,8875,922,0,0,1,0.0,,0.10845986984815618
CD-Call,Weekly Stream - January 25th,2026-01-25 01:38:41+00:00,22401,962,0,0,2,0.0,,0.2079002079002079
CD-Call,Hazbin Hotel Discourse is Still Dumb,2026-01-31 09:06:45+00:00,1206,16834,0,159,32,0.0,,1.1346085303552336
CD-Call,"Editing Decay Video, Ghibli Video - February 7th (Weekly Stream)",2026-02-08 10:08:40+00:00,9362,1615,0,2,1,0.0,,0.18575851393188852
CD-Call,More Decay/Ghibli Video - February 14th (Weekly Stream),2026-02-15 10:28:48+00:00,11280,1230,0,1,1,0.0,,0.16260162601626016
CD-Call,Working on Ghibli video - February 21st (Weekly Stream),2026-02-21 16:59:13+00:00,10172,406,0,0,0,,,0.0
